United Nations,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Population Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World Population Prospects 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"File POP/15-3: Annual female population by five-year age group, region, subregion and country, 1950-2100 (thousands)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Estimates, 1950 - 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,
POP/DB/WPP/Rev.2019/POP/F15-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"© August 2019 by United Nations, made available under a Creative Commons license CC BY 3.0 IGO: http://creativecommons.org/licenses/by/3.0/igo/",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Suggested citation: United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects 2019, Online Edition. Rev. 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Female population by five-year age group (thousands),,,,,,,,,,,,,,,,,,,,
15455,Estimates,Slovakia,,703,Country/Area,923,1997,163,194,212,232,223,188,185,203,213,186,151,129,124,118,112,64,38,25,7,1,0
15456,Estimates,Slovakia,,703,Country/Area,923,1998,154,189,210,228,228,195,181,200,212,195,155,133,122,119,109,75,33,27,7,1,0
15457,Estimates,Slovakia,,703,Country/Area,923,1999,146,183,207,224,232,202,179,197,210,203,160,136,121,119,106,84,31,27,7,1,0
15458,Estimates,Slovakia,,703,Country/Area,923,2000,140,177,203,220,234,209,179,193,207,208,167,140,121,119,105,89,33,25,7,1,0
15459,Estimates,Slovakia,,703,Country/Area,923,2001,133,171,199,217,235,216,182,189,205,211,174,144,122,117,104,90,38,23,9,1,0
15460,Estimates,Slovakia,,703,Country/Area,923,2002,129,163,194,214,232,222,187,185,202,211,183,147,124,115,105,89,45,20,10,2,0
15461,Estimates,Slovakia,,703,Country/Area,923,2003,127,155,189,210,228,228,194,181,199,210,192,151,127,114,105,87,53,17,10,2,0
15462,Estimates,Slovakia,,703,Country/Area,923,2004,126,147,183,207,224,232,201,179,196,208,199,156,131,113,106,86,59,16,10,2,0
15463,Estimates,Slovakia,,703,Country/Area,923,2005,126,140,177,203,220,234,208,179,192,205,205,163,135,113,106,86,62,18,9,1,0
15464,Estimates,Slovakia,,703,Country/Area,923,2006,129,134,170,198,216,233,214,181,188,203,207,170,138,114,105,86,63,22,8,2,0
15465,Estimates,Slovakia,,703,Country/Area,923,2007,131,130,162,193,212,230,220,186,184,200,208,179,142,116,103,86,62,26,7,2,0
15466,Estimates,Slovakia,,703,Country/Area,923,2008,133,128,154,188,209,226,224,192,180,198,206,187,146,120,102,87,61,30,7,2,0
15467,Estimates,Slovakia,,703,Country/Area,923,2009,135,127,146,183,205,221,227,198,178,195,204,195,151,123,101,88,61,33,6,2,0
15468,Estimates,Slovakia,,703,Country/Area,923,2010,137,127,140,176,201,217,229,204,178,192,203,200,157,127,102,89,61,34,6,2,0
15469,Estimates,Slovakia,,703,Country/Area,923,2011,140,128,135,170,197,213,228,209,180,188,200,203,164,131,104,88,62,35,9,2,0
15470,Estimates,Slovakia,,703,Country/Area,923,2012,140,129,132,162,193,210,226,215,184,184,198,203,173,134,106,87,63,35,11,2,0
15471,Estimates,Slovakia,,703,Country/Area,923,2013,140,132,130,154,189,208,222,220,189,180,196,202,181,138,109,86,65,35,12,2,0
15472,Estimates,Slovakia,,703,Country/Area,923,2014,139,135,128,147,184,205,218,223,195,177,194,200,188,143,113,87,66,35,13,1,0
15473,Estimates,Slovakia,,703,Country/Area,923,2015,138,138,128,141,178,202,214,224,200,177,191,198,193,149,116,88,67,36,13,1,0
15474,Estimates,Slovakia,,703,Country/Area,923,2016,136,140,129,136,171,198,212,225,206,179,187,196,196,156,120,89,66,37,14,2,0
15475,Estimates,Slovakia,,703,Country/Area,923,2017,136,141,131,133,163,194,209,223,212,182,182,194,197,164,123,92,66,38,15,3,0
15476,Estimates,Slovakia,,703,Country/Area,923,2018,138,140,134,130,155,190,207,219,217,187,178,192,195,172,127,95,66,39,15,3,0
15477,Estimates,Slovakia,,703,Country/Area,923,2019,139,139,136,129,148,184,204,216,221,193,175,190,194,179,132,98,66,40,14,3,0
15478,Estimates,Slovakia,,703,Country/Area,923,2020,139,138,138,128,142,178,201,213,223,199,175,187,192,184,138,102,68,40,14,2,0
15479,Estimates,Ukraine,19,804,Country/Area,923,1950,1512,1476,2200,1551,2119,1716,1220,1892,1606,1409,1022,864,774,661,538,403,185,95,36,9,1
15480,Estimates,Ukraine,19,804,Country/Area,923,1951,1703,1362,2154,1611,2041,1838,1221,1796,1671,1453,1080,874,777,664,535,404,198,93,38,9,1
15481,Estimates,Ukraine,19,804,Country/Area,923,1952,1852,1317,2015,1777,1889,1963,1300,1631,1764,1481,1155,888,783,670,535,400,214,88,38,10,1
15482,Estimates,Ukraine,19,804,Country/Area,923,1953,1952,1347,1813,1990,1710,2068,1434,1439,1856,1502,1238,908,791,679,539,396,228,83,37,10,1
15483,Estimates,Ukraine,19,804,Country/Area,923,1954,2003,1425,1617,2153,1584,2126,1582,1288,1903,1535,1316,941,801,690,546,394,237,80,33,9,1
15484,Estimates,Ukraine,19,804,Country/Area,923,1955,2029,1504,1485,2208,1558,2121,1716,1220,1880,1588,1381,989,816,700,555,396,239,81,27,6,1
15485,Estimates,Ukraine,19,804,Country/Area,923,1956,2116,1607,1402,2163,1622,2042,1848,1231,1760,1637,1416,1054,838,705,547,375,240,91,28,6,1
15486,Estimates,Ukraine,19,804,Country/Area,923,1957,2113,1734,1391,2011,1798,1890,1978,1325,1587,1705,1435,1129,866,718,547,358,228,103,27,7,1
15487,Estimates,Ukraine,19,804,Country/Area,923,1958,2061,1870,1447,1791,2022,1716,2082,1474,1405,1762,1448,1203,901,739,554,347,203,112,26,7,1
15488,Estimates,Ukraine,19,804,Country/Area,923,1959,2002,1994,1542,1584,2193,1596,2131,1633,1278,1770,1469,1264,944,766,568,344,170,116,25,7,1
15489,Estimates,Ukraine,19,804,Country/Area,923,1960,1964,2086,1655,1451,2246,1577,2115,1773,1239,1719,1499,1307,995,798,587,348,140,107,23,4,1
15490,Estimates,Ukraine,19,804,Country/Area,923,1961,1875,2130,1750,1395,2190,1648,2043,1895,1266,1654,1562,1349,1040,815,608,379,152,98,31,4,1
15491,Estimates,Ukraine,19,804,Country/Area,923,1962,1853,2134,1848,1407,2016,1822,1893,2008,1358,1527,1640,1380,1093,831,625,406,176,84,37,5,0
15492,Estimates,Ukraine,19,804,Country/Area,923,1963,1876,2100,1944,1472,1777,2039,1714,2095,1496,1377,1711,1411,1149,851,642,428,206,69,40,5,0
15493,Estimates,Ukraine,19,804,Country/Area,923,1964,1898,2046,2026,1559,1565,2200,1589,2134,1643,1262,1744,1452,1204,880,659,445,238,61,38,5,0
15494,Estimates,Ukraine,19,804,Country/Area,923,1965,1887,2003,2080,1646,1435,2242,1563,2115,1774,1220,1722,1505,1255,919,678,460,266,63,31,4,0
15495,Estimates,Ukraine,19,804,Country/Area,923,1966,1881,1971,2105,1740,1376,2180,1630,2033,1892,1246,1645,1557,1294,955,689,475,279,80,29,5,0
15496,Estimates,Ukraine,19,804,Country/Area,923,1967,1836,1948,2100,1843,1390,2004,1806,1878,2003,1342,1512,1626,1329,1001,700,487,290,98,25,8,0
15497,Estimates,Ukraine,19,804,Country/Area,923,1968,1767,1935,2073,1943,1460,1765,2029,1698,2090,1487,1359,1693,1361,1055,717,496,304,113,22,9,0
15498,Estimates,Ukraine,19,804,Country/Area,923,1969,1707,1923,2038,2025,1551,1552,2195,1571,2128,1640,1244,1723,1399,1111,742,503,319,124,21,9,0
15499,Estimates,Ukraine,19,804,Country/Area,923,1970,1680,1902,2010,2077,1640,1421,2239,1544,2104,1771,1203,1699,1447,1162,777,509,332,131,21,7,1
15500,Estimates,Ukraine,19,804,Country/Area,923,1971,1648,1869,1985,2105,1740,1369,2182,1619,2022,1893,1236,1619,1499,1197,816,521,336,147,28,6,1
15501,Estimates,Ukraine,19,804,Country/Area,923,1972,1672,1823,1964,2095,1845,1387,2005,1801,1864,2002,1340,1484,1566,1225,859,535,336,160,35,6,1
15502,Estimates,Ukraine,19,804,Country/Area,923,1973,1733,1768,1945,2058,1943,1460,1765,2026,1683,2081,1489,1332,1626,1252,904,552,335,169,42,6,1
15503,Estimates,Ukraine,19,804,Country/Area,923,1974,1795,1715,1923,2016,2021,1553,1553,2192,1559,2110,1644,1224,1650,1288,948,575,337,173,46,6,1
15504,Estimates,Ukraine,19,804,Country/Area,923,1975,1832,1678,1889,1981,2070,1644,1426,2237,1538,2081,1775,1194,1624,1336,990,604,344,173,48,5,1
15505,Estimates,Ukraine,19,804,Country/Area,923,1976,1897,1663,1843,1954,2092,1739,1369,2173,1610,1993,1879,1224,1542,1381,1020,629,351,178,57,7,1
15506,Estimates,Ukraine,19,804,Country/Area,923,1977,1909,1674,1789,1936,2080,1843,1387,1996,1791,1840,1976,1323,1414,1441,1048,660,357,180,63,10,1
15507,Estimates,Ukraine,19,804,Country/Area,923,1978,1884,1709,1734,1923,2043,1946,1461,1759,2016,1667,2049,1464,1274,1499,1078,695,363,179,66,12,1
15508,Estimates,Ukraine,19,804,Country/Area,923,1979,1852,1755,1688,1902,2001,2030,1555,1550,2181,1550,2079,1607,1176,1523,1115,731,372,178,66,13,1
15509,Estimates,Ukraine,19,804,Country/Area,923,1980,1838,1788,1664,1866,1964,2082,1647,1425,2224,1531,2053,1728,1149,1500,1161,767,386,175,62,11,1
15510,Estimates,Ukraine,19,804,Country/Area,923,1981,1821,1817,1665,1822,1940,2104,1745,1371,2161,1603,1971,1829,1177,1422,1201,792,408,182,67,13,1
15511,Estimates,Ukraine,19,804,Country/Area,923,1982,1824,1835,1686,1766,1922,2088,1850,1388,1983,1779,1820,1923,1266,1299,1252,812,431,184,69,16,1
15512,Estimates,Ukraine,19,804,Country/Area,923,1983,1841,1840,1721,1710,1903,2048,1952,1458,1746,1994,1648,1997,1393,1167,1299,834,452,185,69,17,1
15513,Estimates,Ukraine,19,804,Country/Area,923,1984,1855,1838,1759,1669,1876,2003,2034,1549,1539,2150,1529,2029,1523,1075,1317,862,471,186,65,17,1
15514,Estimates,Ukraine,19,804,Country/Area,923,1985,1852,1838,1788,1651,1836,1967,2086,1639,1415,2189,1508,2008,1636,1052,1294,899,489,189,59,13,1
15515,Estimates,Ukraine,19,804,Country/Area,923,1986,1847,1842,1808,1656,1794,1935,2104,1735,1361,2124,1573,1921,1732,1079,1221,933,511,206,65,14,2
15516,Estimates,Ukraine,19,804,Country/Area,923,1987,1825,1847,1820,1681,1745,1911,2086,1840,1376,1950,1742,1768,1825,1162,1112,978,528,220,68,16,2
15517,Estimates,Ukraine,19,804,Country/Area,923,1988,1786,1852,1826,1719,1697,1891,2044,1943,1445,1720,1952,1596,1899,1278,998,1018,544,229,69,17,2
15518,Estimates,Ukraine,19,804,Country/Area,923,1989,1739,1853,1829,1756,1662,1865,1998,2024,1535,1518,2105,1480,1931,1398,924,1033,564,236,69,17,2
15519,Estimates,Ukraine,19,804,Country/Area,923,1990,1687,1846,1835,1784,1647,1830,1959,2074,1625,1396,2143,1459,1908,1503,912,1013,588,240,65,14,2
15520,Estimates,Ukraine,19,804,Country/Area,923,1991,1630,1839,1845,1800,1652,1795,1933,2096,1722,1345,2080,1524,1820,1584,936,941,615,258,74,14,2
15521,Estimates,Ukraine,19,804,Country/Area,923,1992,1567,1822,1858,1810,1674,1750,1916,2083,1830,1362,1911,1689,1669,1666,1006,843,644,269,80,16,2
15522,Estimates,Ukraine,19,804,Country/Area,923,1993,1500,1793,1869,1816,1705,1704,1901,2046,1934,1431,1686,1894,1503,1732,1100,750,661,273,83,17,2
15523,Estimates,Ukraine,19,804,Country/Area,923,1994,1432,1754,1874,1824,1732,1667,1881,2004,2017,1520,1489,2042,1392,1758,1195,695,652,277,81,17,2
15524,Estimates,Ukraine,19,804,Country/Area,923,1995,1361,1707,1870,1835,1751,1646,1848,1969,2068,1608,1372,2076,1376,1732,1279,692,616,278,75,12,2
15525,Estimates,Ukraine,19,804,Country/Area,923,1996,1279,1648,1854,1843,1764,1639,1801,1936,2083,1699,1318,2008,1439,1646,1346,721,575,299,86,14,2
15526,Estimates,Ukraine,19,804,Country/Area,923,1997,1210,1577,1827,1852,1771,1647,1745,1908,2062,1798,1330,1837,1595,1503,1415,775,517,317,92,16,1
15527,Estimates,Ukraine,19,804,Country/Area,923,1998,1150,1498,1788,1859,1775,1664,1688,1883,2016,1893,1390,1616,1785,1349,1472,843,462,323,93,19,1
15528,Estimates,Ukraine,19,804,Country/Area,923,1999,1098,1416,1740,1861,1780,1681,1642,1853,1967,1968,1471,1425,1920,1250,1495,911,433,313,90,18,1
15529,Estimates,Ukraine,19,804,Country/Area,923,2000,1051,1336,1684,1854,1790,1695,1614,1814,1927,2014,1553,1313,1949,1243,1474,975,437,286,82,13,1
15530,Estimates,Ukraine,19,804,Country/Area,923,2001,1017,1264,1620,1837,1804,1710,1602,1767,1892,2025,1637,1259,1877,1303,1393,1028,466,270,97,14,1
15531,Estimates,Ukraine,19,804,Country/Area,923,2002,986,1198,1548,1810,1820,1722,1609,1712,1867,2005,1733,1269,1714,1450,1267,1086,505,245,107,18,1
15532,Estimates,Ukraine,19,804,Country/Area,923,2003,963,1141,1473,1773,1835,1734,1627,1659,1845,1963,1827,1327,1508,1625,1135,1137,548,220,110,20,1
15533,Estimates,Ukraine,19,804,Country/Area,923,2004,954,1092,1398,1728,1844,1748,1649,1617,1820,1920,1904,1405,1333,1748,1058,1158,590,206,103,19,1
15534,Estimates,Ukraine,19,804,Country/Area,923,2005,962,1050,1326,1674,1843,1766,1669,1593,1786,1886,1952,1485,1232,1775,1063,1140,630,208,86,14,1
15535,Estimates,Ukraine,19,804,Country/Area,923,2006,979,1010,1260,1630,1828,1783,1685,1579,1751,1858,1956,1563,1194,1711,1126,1083,677,234,87,17,1
15536,Estimates,Ukraine,19,804,Country/Area,923,2007,1017,980,1196,1573,1814,1799,1700,1582,1703,1845,1932,1648,1210,1570,1261,985,731,258,82,22,1
15537,Estimates,Ukraine,19,804,Country/Area,923,2008,1068,959,1138,1501,1803,1809,1715,1599,1647,1841,1894,1728,1262,1397,1421,881,782,276,77,24,1
15538,Estimates,Ukraine,19,804,Country/Area,923,2009,1116,949,1086,1420,1789,1814,1731,1622,1595,1833,1860,1789,1327,1255,1533,822,808,293,73,24,2
15539,Estimates,Ukraine,19,804,Country/Area,923,2010,1155,950,1039,1339,1764,1816,1748,1643,1560,1812,1840,1825,1390,1178,1562,834,799,313,70,18,2
15540,Estimates,Ukraine,19,804,Country/Area,923,2011,1214,968,1002,1262,1702,1820,1762,1661,1543,1762,1826,1843,1455,1132,1503,898,749,358,83,17,2
15541,Estimates,Ukraine,19,804,Country/Area,923,2012,1237,1005,974,1196,1621,1826,1776,1679,1549,1697,1821,1837,1535,1134,1378,1020,668,403,93,18,2
15542,Estimates,Ukraine,19,804,Country/Area,923,2013,1234,1057,954,1139,1526,1825,1789,1695,1571,1627,1819,1815,1616,1170,1227,1154,589,435,101,19,2
15543,Estimates,Ukraine,19,804,Country/Area,923,2014,1219,1116,946,1089,1432,1808,1799,1711,1596,1569,1804,1793,1683,1222,1104,1240,555,441,107,18,2
15544,Estimates,Ukraine,19,804,Country/Area,923,2015,1202,1167,957,1044,1346,1767,1808,1728,1617,1532,1772,1778,1728,1279,1035,1255,577,419,111,14,2
15545,Estimates,Ukraine,19,804,Country/Area,923,2016,1161,1202,984,1007,1268,1706,1816,1746,1639,1518,1725,1769,1749,1342,1000,1199,636,396,138,17,2
15546,Estimates,Ukraine,19,804,Country/Area,923,2017,1124,1221,1026,975,1200,1623,1821,1761,1658,1525,1662,1766,1747,1418,1003,1093,728,353,160,23,2
15547,Estimates,Ukraine,19,804,Country/Area,923,2018,1092,1224,1077,954,1141,1526,1819,1774,1675,1547,1594,1765,1730,1498,1033,974,820,312,171,27,2
15548,Estimates,Ukraine,19,804,Country/Area,923,2019,1060,1215,1127,948,1090,1430,1801,1786,1692,1573,1538,1753,1712,1565,1080,883,870,295,168,28,2
15549,Estimates,Ukraine,19,804,Country/Area,923,2020,1026,1201,1166,959,1045,1344,1760,1795,1710,1596,1504,1724,1702,1613,1136,838,867,308,152,23,2
15550,Estimates,Northern Europe,,924,Subregion,917,1950,3435,2939,2693,2638,2799,3035,2727,3004,2963,2778,2522,2225,1994,1707,1353,896,474,189,47,7,0
15551,Estimates,Northern Europe,,924,Subregion,917,1951,3406,3013,2719,2619,2737,3018,2739,2940,2968,2801,2551,2250,2004,1717,1365,917,493,202,55,8,0
15552,Estimates,Northern Europe,,924,Subregion,917,1952,3274,3112,2759,2620,2692,2971,2804,2856,2982,2829,2588,2287,2020,1736,1381,942,510,211,60,10,1
15553,Estimates,Northern Europe,,924,Subregion,917,1953,3160,3220,2802,2632,2654,2898,2889,2763,2990,2851,2624,2325,2038,1759,1398,966,525,215,63,11,1
15554,Estimates,Northern Europe,,924,Subregion,917,1954,3095,3317,2855,2650,2621,2820,2954,2693,2976,2866,2657,2362,2058,1781,1417,989,539,215,62,11,1
15555,Estimates,Northern Europe,,924,Subregion,917,1955,3068,3376,2926,2674,2596,2753,2977,2665,2938,2877,2688,2398,2084,1804,1441,1012,553,214,57,8,1
15556,Estimates,Northern Europe,,924,Subregion,917,1956,2947,3400,3025,2711,2591,2702,2974,2694,2887,2896,2721,2441,2115,1819,1454,1028,576,233,65,10,1
15557,Estimates,Northern Europe,,924,Subregion,917,1957,2952,3358,3134,2747,2593,2654,2927,2761,2805,2912,2746,2480,2149,1833,1469,1040,595,246,70,12,1
15558,Estimates,Northern Europe,,924,Subregion,917,1958,3026,3258,3246,2791,2606,2615,2853,2847,2718,2920,2766,2518,2187,1851,1490,1052,611,254,73,14,1
15559,Estimates,Northern Europe,,924,Subregion,917,1959,3120,3135,3334,2853,2629,2587,2779,2915,2660,2912,2787,2556,2230,1877,1515,1067,624,258,72,14,1
15560,Estimates,Northern Europe,,924,Subregion,917,1960,3203,3041,3369,2936,2662,2570,2718,2943,2648,2885,2808,2595,2275,1912,1545,1088,635,259,67,11,1
15561,Estimates,Northern Europe,,924,Subregion,917,1961,3347,2997,3345,3023,2697,2562,2667,2935,2665,2830,2822,2623,2308,1932,1558,1107,652,280,78,12,1
15562,Estimates,Northern Europe,,924,Subregion,917,1962,3447,2998,3278,3132,2735,2570,2625,2895,2729,2753,2840,2651,2346,1962,1572,1129,666,294,85,15,1
15563,Estimates,Northern Europe,,924,Subregion,917,1963,3506,3044,3184,3243,2780,2590,2593,2833,2818,2671,2853,2680,2389,1999,1590,1154,681,302,90,17,1
15564,Estimates,Northern Europe,,924,Subregion,917,1964,3547,3117,3095,3322,2837,2618,2569,2768,2891,2613,2848,2706,2432,2042,1613,1180,697,305,89,17,1
15565,Estimates,Northern Europe,,924,Subregion,917,1965,3584,3187,3042,3349,2910,2650,2552,2711,2925,2598,2820,2730,2475,2088,1644,1206,716,304,84,13,1
15566,Estimates,Northern Europe,,924,Subregion,917,1966,3637,3252,3025,3338,2997,2680,2546,2658,2920,2620,2765,2742,2502,2122,1665,1217,737,327,97,15,1
15567,Estimates,Northern Europe,,924,Subregion,917,1967,3641,3329,3038,3278,3111,2710,2552,2613,2879,2688,2687,2756,2529,2161,1694,1227,755,344,105,19,1
15568,Estimates,Northern Europe,,924,Subregion,917,1968,3613,3413,3075,3189,3232,2745,2569,2577,2814,2778,2606,2765,2555,2202,1732,1240,772,353,110,22,1
15569,Estimates,Northern Europe,,924,Subregion,917,1969,3565,3495,3124,3108,3326,2794,2591,2549,2745,2851,2549,2757,2580,2244,1776,1259,786,359,110,22,1
15570,Estimates,Northern Europe,,924,Subregion,917,1970,3508,3558,3181,3058,3369,2866,2615,2530,2686,2884,2536,2728,2603,2285,1823,1287,799,362,105,18,2
15571,Estimates,Northern Europe,,924,Subregion,917,1971,3410,3598,3259,3045,3361,2967,2647,2524,2634,2880,2562,2676,2614,2311,1853,1314,816,385,120,20,2
15572,Estimates,Northern Europe,,924,Subregion,917,1972,3327,3605,3343,3061,3301,3091,2678,2531,2588,2839,2631,2600,2626,2337,1886,1343,829,402,130,25,2
15573,Estimates,Northern Europe,,924,Subregion,917,1973,3253,3578,3428,3100,3214,3219,2713,2548,2551,2773,2720,2521,2634,2361,1923,1375,843,411,135,28,2
15574,Estimates,Northern Europe,,924,Subregion,917,1974,3180,3527,3501,3154,3139,3315,2766,2572,2524,2705,2792,2469,2628,2385,1965,1409,862,415,135,28,2
15575,Estimates,Northern Europe,,924,Subregion,917,1975,3100,3469,3547,3215,3100,3361,2843,2600,2507,2647,2824,2459,2604,2410,2008,1448,886,418,130,23,2
15576,Estimates,Northern Europe,,924,Subregion,917,1976,3011,3414,3577,3289,3083,3358,2945,2631,2503,2596,2819,2484,2552,2419,2032,1478,909,440,147,26,2
15577,Estimates,Northern Europe,,924,Subregion,917,1977,2932,3345,3581,3375,3095,3303,3073,2662,2512,2553,2778,2551,2479,2432,2055,1511,930,455,157,32,2
15578,Estimates,Northern Europe,,924,Subregion,917,1978,2863,3264,3561,3463,3134,3218,3204,2700,2532,2520,2715,2638,2405,2443,2080,1547,952,464,162,36,2
15579,Estimates,Northern Europe,,924,Subregion,917,1979,2810,3176,3524,3537,3191,3142,3302,2755,2558,2497,2650,2708,2356,2440,2106,1586,977,470,161,36,3
15580,Estimates,Northern Europe,,924,Subregion,917,1980,2775,3089,3474,3585,3257,3101,3347,2834,2587,2484,2596,2739,2350,2421,2134,1626,1006,476,155,29,3
15581,Estimates,Northern Europe,,924,Subregion,917,1981,2758,3011,3412,3613,3326,3084,3346,2934,2617,2480,2548,2733,2373,2371,2144,1650,1037,503,174,33,3
15582,Estimates,Northern Europe,,924,Subregion,917,1982,2766,2937,3338,3614,3410,3096,3290,3060,2645,2488,2507,2694,2437,2302,2157,1673,1067,524,184,40,3
15583,Estimates,Northern Europe,,924,Subregion,917,1983,2793,2872,3256,3588,3499,3131,3203,3191,2679,2505,2476,2634,2520,2233,2168,1697,1097,538,191,45,3
15584,Estimates,Northern Europe,,924,Subregion,917,1984,2827,2818,3172,3543,3578,3184,3123,3292,2733,2530,2454,2574,2587,2191,2169,1724,1127,552,191,45,4
15585,Estimates,Northern Europe,,924,Subregion,917,1985,2862,2779,3090,3488,3633,3249,3077,3340,2812,2558,2442,2526,2620,2190,2157,1754,1158,566,188,38,4
15586,Estimates,Northern Europe,,924,Subregion,917,1986,2930,2760,3013,3422,3650,3329,3067,3336,2913,2586,2436,2478,2612,2212,2111,1766,1184,597,209,42,4
15587,Estimates,Northern Europe,,924,Subregion,917,1987,2971,2768,2943,3351,3641,3423,3089,3282,3043,2615,2445,2441,2576,2275,2051,1783,1209,623,223,49,4
15588,Estimates,Northern Europe,,924,Subregion,917,1988,2993,2800,2880,3274,3611,3516,3137,3201,3178,2652,2464,2412,2524,2355,1993,1798,1234,641,231,55,5
15589,Estimates,Northern Europe,,924,Subregion,917,1989,3008,2847,2831,3193,3568,3590,3199,3131,3281,2709,2489,2392,2470,2420,1962,1804,1260,658,233,55,5
15590,Estimates,Northern Europe,,924,Subregion,917,1990,3023,2891,2801,3113,3515,3635,3268,3094,3331,2790,2518,2381,2426,2452,1969,1798,1286,674,232,47,5
15591,Estimates,Northern Europe,,924,Subregion,917,1991,3028,2928,2793,3039,3454,3655,3344,3084,3329,2892,2548,2377,2383,2444,1993,1762,1303,705,258,53,5
15592,Estimates,Northern Europe,,924,Subregion,917,1992,3031,2961,2804,2967,3384,3650,3429,3102,3274,3020,2579,2387,2347,2410,2050,1713,1319,729,274,62,6
15593,Estimates,Northern Europe,,924,Subregion,917,1993,3029,2988,2832,2900,3308,3624,3513,3144,3192,3151,2616,2407,2320,2362,2122,1667,1334,744,284,69,6
15594,Estimates,Northern Europe,,924,Subregion,917,1994,3017,3010,2866,2847,3230,3586,3582,3202,3120,3250,2673,2433,2302,2315,2180,1646,1342,758,287,69,6
15595,Estimates,Northern Europe,,924,Subregion,917,1995,2989,3029,2901,2815,3153,3540,3628,3267,3083,3298,2754,2464,2296,2279,2211,1661,1340,771,287,60,7
15596,Estimates,Northern Europe,,924,Subregion,917,1996,2945,3042,2931,2813,3089,3491,3655,3341,3073,3296,2853,2494,2294,2240,2201,1686,1316,795,315,67,7
